Object Hash,"Articulated Object:
does the object have links/joint/slides which should move relative to the base?

E.g. a fridge, chest of drawers, or cabinet","Is Pickable:
is the object small enough to be picked up and carried around in one hand?
Furniture is not pickable (chairs, stools, etc...)","Semantic Category:
CONDENSED

This is an effort to condense the semantic categories by a couple hundred","Semantic Category:
The primary semantic category for the object

All empty fields should be filled and incorrect semantic classes corrected.",,
7a4a3289732ef9dbca13615fc0f96d35c1191387,No,No,box,box,,
7a4be528d660790e604229608dff4b5879544c89,No,No,tree,tree,,
7a4eff07de465b8e11e6bb127e335f9e8c05ead0,No,No,lamp,ceiling_lamp,,
7a507f9df041073cb4b607ace2f6ac033995478e,No,No,gym_equipment,gym_equipment,,
7a5099426ffb133144c50dc825bc39b43cecaabb,No,No,picture,picture,,
7a5231e95b238efac3e6e403b250d2f74d0ec6b4,No,No,couch,couch,,
7a590a8f0f30182dd62af488b48e7cdbce77fd24,No,Yes,couch,couch,,
7a5b05275dec9acba52fba417a806a20309cda8f,Yes,No,fridge,fridge,,
7a5c14bb30c04b3269b6796766b76aa0e1920adf,No,No,carpet,carpet,,
7a60c62f2267af6539a5c35a2c1efdfdc1d5f3a9,No,No,picture,picture,,
7a6480db1902731ce7081dabeb179caec9cc0400,No,Yes,gift,gift,,
7a6bf55db9bbb608b77dfced49ce1a2cbb09685c,No,No,plant,plant,,
7a6c1e92bf6a90e50ddd4d5b227453399e6bfaa0,No,No,lamp,ceiling_lamp,,
7a6d7f8f3fd660e6c6ca8156ce8eb9c9516ef17d,No,No,seat,chair,,
7a6def1426f562d3c426c0aa5531b0470cb5fb7a,Yes,No,bed,bed,,
7a727353172f3a0e327ee7d8496d0ce6c4d64c23,No,No,ceiling_fan,ceiling_fan,,
7a7658678b26ac6559765f5c4c40c4e66e2b6393,No,No,unknown,unknown,,
7a786f974fe7564df3fda1359c4a6f7f4f2afe61,No,No,toilet,toilet,,
7a8641c720acdde11916b5742f0dc2d9e4733d67,No,No,carpet,carpet,,
7a9600bf530052b68dc2c0d2c84bb2b4359d1ca0,No,No,bin,trash_bin,,
7a9999fc609b6f6f06e121287c41d880f8afc7b0,No,No,carpet,carpet,,
7a99d4a6704a1c228550bc9c63b53ac39ee59f2c,No,No,shelf,shelf,,
7a9ddd540e29e31a3905e06af88471f0209f4071,No,No,table,coffee_table,,
7a9e7b8facbe56cc57c3e60a3a9e81d73718ee0d,No,No,toaster,toaster,,
7a9ed067608dd6256889362313c217883a3d20f0,No,No,decoration,decoration,,
7aa3ebf3a1864fef16ebfd6a2d45bf9b9d6ab080,No,No,carpet,carpet,,
7aace7684267119eb361181b7be790714776a492,No,No,table,coffee_table,,
7aad199df0520c5e3626621ed9a45403ca92fd59,Yes,No,dresser,dresser,,
7aadff0aaf6eee8b856eda401e5ab6e5bb546949,No,No,picture,picture,,
7aae6fb09535df841f7ae8888e929940a6d69104,No,No,lamp,ceiling_lamp,,
7ab0d5adef44aeb70c75eb6b14bbd9914bbf8c1a,No,No,picture,picture,,
7ab36bf570b17a24db219da8d1bc4f37b689add4,No,No,tray,tray,,
7ab7966e25883da8b02f451039fd7906376fb69d,No,No,picture,picture,,
7abd74b8300c96386861ddd3f62dbca5b4b093a8,Yes,No,dresser,dresser,,
7acc577508ee43db1a2c574c901a1b56e10f2d30,No,No,picture,picture,,
7acd7592a997d8feff6977486e0b8ed8db9ec4b7,No,No,toilet,toilet,,
7ad63aeaa2444eaacd621c60575be633a8f01517,No,No,tree,tree,,
7ad9c27fb63d911b0301edbd9446905a97f2d94e,No,Yes,cup,glass,,
7add51eeca2fe20b270fa96ef6c002aab3020170,No,Yes,pillow,pillow,,
7adfff7e2fab4e59b6390f012d434a6239b04e66,No,No,table,table,,
7aea93a0aac8da337a2f10fbb9c966d42bf21312,No,No,table,table,,
7aec926807a58f4ec2071758b4e6d46f91de9d08,No,Yes,bowl,bowl,,
7aecc7ccbe465bbcff94a9892265f5e60e0ad14b,No,No,decoration,decoration,,
7aed5392034e7b465696668a62be741a0f82c212,No,No,seat,ottoman,,
7aee67861aa9d0e3bafac1e6c270107faed8fbbd,No,No,lamp,ceiling_lamp,,
7aef116305c3962b1e6b3bbbcf3c10636d4b1464,Yes,No,cabinet,cabinet,,
7b00b703794885c308ae82b5e1a2490317ef09bd,No,No,carpet,carpet,,
7b040f16bea8a12b95c442c377e6746a92f0c372,No,Yes,container,container,,
7b04a9d2c4c3eabdcb470a11240688dd853492da,No,No,board,board,,
7b1020b9354d709408801b53ce2016c77e4cc4ff,Yes,No,sink_cabinet,sink_cabinet,,
7b11b30b8b9c51557e45d756e37cb4832c19fb19,No,No,lamp,table_lamp,,
7b1858c043bad608f981a6b33cff7db51b80b420,No,No,couch,couch,,
7b1b5cf017f71248fbf24caafe54a1b9583c3fdc,No,No,carpet,carpet,,
7b1ba3974556f8364b5ce7444165fbbaefe200cf,No,No,curtain,curtain,,
7b2b25b9c9a4e3c545dcce82ae88a462a6a66658,No,Yes,kitchen_utensil,kitchen_utensil,,
7b2ed578ddbdebd16402325998289f48bc91ed06,No,No,lamp,floor_lamp,,
7b319cf24c4b7c45976c02b732407d466900d763,No,No,decoration,decoration,,
7b36bb15fb7c52e12fc54cb3c2642209f5fe23c1,No,No,mirror,mirror,,
7b395deb580a75ca10a361d25b5e10b1bab8464b,No,No,rack,rack,,
7b3a45f3c577743c12f420da2ffac7b644abc4e2,No,No,lamp,ceiling_lamp,,
7b40d033cee11a84004f473d7740e0f9426b8536,No,No,towel_rack,towel_rack,,
7b49505186a34ac8f7390a6cae35e6e8be0b65f9,No,Yes,pillow,pillow,,
7b497caf99a943b669087b3dd4e77be63b3dbc0a,No,No,vase,vase,,
7b4c611e578247d01c1c8b7c61bfe17dbc381960,No,No,tv,tv,,
7b4ca77d236d65ef61572a5cad361c33a6976021,No,Yes,photo,photo,,
7b4ceffe179f3a3c2d03be09ad8686ff1a15360a,Yes,No,desk,desk,,
7b511717e27314abbccd0ea6cc874525527bc48c,No,No,plant,plant,,
7b5d5bc15775a5e25b670df297c4b142dfc9cc68,No,No,table,coffee_table,,
7b5d656c72b56ae0e8200132ec92a1ae03869b93,No,No,sink,sink,,
7b5da8f9e9ea038380757649496ba1d0ca0cd2e0,No,No,picture,picture,,
7b63630a659de760dd3fd7bea3c7d062f61fdb59,No,No,rack,rack,,
7b68edd684943331d3735730c15f87ca00b38ed9,No,Yes,box,box,,
7b70c0f48953822ede8cadc46f26e9a64ec28c4d,No,No,coat_hanger,coat_hanger,,
7b752022dd4d918d764095b1e0037bc348a3788a,No,No,stool,stool,,
7b75b4782c464e8e4324cbffd3545e1911b9ef14,No,No,shower_glass,shower_glass,,
7b7a40942d8b5c3a32d92157a5f03f3631a08b1d,Yes,No,cabinet,cabinet,,
7b7cba36a188840932e677143e10b7afc9851d4f,No,No,picture,picture,,
7b7dc71301250e300f04885bdfa92ccc98ba380a,No,No,carpet,carpet,,
7b7e1a28fa2338563666a9959f3e2b6b231ffa0c,No,No,bed,bed,,
7b8043690d248ad6a666dfd03dd92a046ee2950d,No,Yes,decoration,decoration,,
7b81210ab62dfc33b46c6445b11ca8962ce99046,No,Yes,pillow,pillow,,
7b89603f3a678b52f92cad46a626843e3a60b9b2,No,No,curtain,curtain,,
7b8af8fba8afc3b334ba085a9d15757db3044a81,No,No,decoration,wall_hanging_decoration,,
7b8d2f7fddeefb969bcb7ea0cbc8f7398ff9590c,No,No,picture,picture,,
7b9bd3aa9feb6c9d38f33ee9406746b33e0c76c8,No,No,chandelier,chandelier,,
7b9c92c0772bb1730ae9b1596566c449861be6e1,No,No,book_rack,book_rack,,
7baa2081db278ef342800ab53d30f613c59d7213,No,No,clock,wall_clock,,
7badc6cf44e8b66b36938846242492fac54e5ceb,No,No,lamp,ceiling_lamp,,
7bae518d42d8cddc26fd41f47922c14af61fc8b9,No,No,toilet,toilet,,
7baec79414bc85c8b7f452fd24e24fddeffd8592,No,No,table,coffee_table,,
7baed3eef5aaf9ef58c0f1ceb533e724117064dc,No,No,bathtub,bathtub,,
7bb26091737590dd6c2941936c871bd32a4dd864,Yes,No,kitchen_counter,kitchen_counter,,
7bb309560ab737ddb0b54fd7bd714daffc9a4489,No,No,picture,picture,,
7bbbcfde14554260550907def3e8eb0707e4af71,No,No,bathtub,bathtub,,
7bbdbc91b4e39aa072906b2c0c8e1deca281603b,Yes,No,table,table,,
7bc36cdc8babdda9a87fd18f42bb055d4a02c122,No,No,bathtub,bathtub,,
7bc3c36372f5ccb9952a02fb4357d1f0c85aed5b,No,No,lamp,ceiling_lamp,,
7bc8528050b98c9b07598139756cd475d4c7b4a0,No,Yes,cup,mug,,
7bcef0f38292eada5603569e946809102a287419,No,No,lamp,floor_lamp,,
7bcf75dee1bcb4712054454f29607754dc3a8812,No,No,vase,flower_vase,,
7bcfaba3d61a515f6672245fcc58c40c505f3792,No,Yes,teapot,teapot,,
7bd11d5fbae45fba89a8e6a180383215add13b69,Yes,No,barbecue,barbecue,,
7bd647d376b47796e261dff13063a6c633d18287,No,No,bed,bed,,
7bda8d588ba698df4e07eab49a347df5a75272c2,No,No,carpet,carpet,,
7bddcb01d6cda40296873578664698b3cd785666,No,No,floor,floor,,
7bdfd5813820529cf356ce265755d62321c64adc,No,Yes,fruit_bowl,fruit_bowl,,
7be120511a688df6f496e04384b9ede07f151b8d,Yes,No,cabinet,cabinet,,
7be141d45db5d3703ca5debe6290053c756199bc,No,Yes,container,container,,
7be32a2ac868bf7cd66021b069f21378eb33a80d,Yes,No,dresser,dresser,,
7be455a4bcdc8362d06f09c25df1a80ec527e1d7,No,No,couch,couch,,
7bed529088bfdf7071ca910d1bd45948ea5c8e39,No,No,picture,picture,,
7bf314c2dd57deb61d30a2dec0e48b6ac3675076,No,No,bed,bed,,
7bf5d72ea721296ab6faf52406c0ba83714d55c1,No,No,picture,picture,,
7bfcb9b58a388658ecca100cfa81505b50804b17,No,No,couch,couch,,
7c001db16df4bc866dfe85c4f82a04041d122dc7,No,No,decoration,decoration,,
7c0d2a8e95f4896e315746c0e129e58c16a9302c,No,No,desk,desk,,
7c10ed5e64d2e935f2883d0d2517f391f2550455,No,No,lamp,wall_lamp,,
7c135687fb97d18307339aed175e8f3c46d6a378,Yes,No,cabinet,cabinet,,
7c1ae5f6bae2af8398c69fed363bc7fc1fb4baf6,No,No,lamp,ceiling_lamp,,
7c1ea02edb0783b985500678dd07578dbfa0e635,No,No,plant,plant,,
7c2940a68cdeac64c0e2d2ccae0905316118076e,No,No,board,board,,
7c29b9d84186530d6b9ab5f0bac34124f1f46f2e,No,No,coat_hanger,coat_hanger,,
7c2cba8733bd076e5316c04aa96c80e05c88d5b5,Yes,No,cooker,cooker,,
7c3030d2cc5b8ebc43244bf0f16a8e2d53734b7c,No,No,lamp,ceiling_lamp,,
7c3414f4c032fd7dd2a514ad91dd7c8abfd4a920,No,No,seat,office_chair,,
7c36beb8e017c9b8c66291ad9c5be9f7270281b4,No,Yes,plush_toy,plush_toy,,
7c36f19e36a0a7d49efe4ed8466326b4798cf043,No,No,basket,basket,,
7c3711c5b571180ed66793c5f7dd2ead50469e0b,No,Yes,toy,toy,,
7c3c32c496d7eb37286ff8ad3ddf5384ba30b2ae,No,No,bed,bed,,
7c40912ec63ca60997a6d010ff8b442d47c44167,No,No,picture,picture,,
7c490b5d7f1dbf8c98a77c14975344a28eeb7196,No,Yes,kitchen_utensil,kitchen_utensil,,
7c4abfaad6caa34008cf4aac249adcba013ad51b,No,Yes,book,book,,
7c552d86b26f38593b3f5601c82ce43cc86e132c,No,No,table,table,,
7c5632f0e8e25ddaa6c35b84b2ddbf293c80fa56,No,No,seat,chair,,
7c5e730726b3207d828f092f8382eb5278634e21,No,No,sink,sink,,
7c655074e215389555c1f687eca392f295850866,No,No,blanket,blanket,,
7c68dde5e590d42bb2231ad4aef72b9da7c48e2e,No,No,decoration,decoration,,
7c694ef25e6fc400482797faeacf6ed0fdc87a4f,No,No,table,side_table,,
7c6abe13fe5a72d8de0d0da1afed81331a130673,No,No,balcony_railing,balcony_railing,,
7c6eb71dabf14ce37c91bacf35c8cf700b84db62,No,Yes,cup,cup,,
7c7956c9a2f6d3a8e16cce62a8d979e13028528d,No,No,table,table,,
7c8230f6df88f7fd0e55e09552b5f53eece0a77c,No,No,stand,stand,,
7c85d0a371c5be2f5de0883e0c2125bd77de73f5,Yes,No,file_cabinet,file_cabinet,,
7c8841a6c16488b25e194bf9cf0d9357450057b2,No,No,table,coffee_table,,
7c90e9ded88bd556907058e3a4b7045914af4a8b,No,No,toilet_paper,toilet_paper,,
7c88a79b7b66e72862e5bcfd7a1551fd43d421f9,No,Yes,book,book,,
7c88a79b7b66e72862e5bcfd7a1551fd43d421f9_part_1,No,Yes,book,book,,
7c88a79b7b66e72862e5bcfd7a1551fd43d421f9_part_2,No,Yes,unknown,unknown,,
7c88a79b7b66e72862e5bcfd7a1551fd43d421f9_part_3,No,Yes,book,book,,
7c88a79b7b66e72862e5bcfd7a1551fd43d421f9_part_4,No,Yes,book,book,,
7c88a79b7b66e72862e5bcfd7a1551fd43d421f9_part_5,No,Yes,book,book,,
7c88a79b7b66e72862e5bcfd7a1551fd43d421f9_part_6,No,Yes,book,book,,
7c8c31b60d695dee8aa102f34cba9b2070167a48,No,No,plant,plant,,
7c9782ef8b9b4b2916233c8ee2180dffedd0b3ad,Yes,No,cabinet,cabinet,,
7cb37f8f9adcebc457ba57618ec6a8d38918f880,No,No,seat,sofa_chair,,
7c9a87b5f09ef11c66f8563598239ffa52e6fe9f,Yes,No,desk,desk,,
7c9aaac8d7b1528924248d25476bbba96457cae8,No,No,rack,rack,,
7ca70aff4fdd657af5f96c12e3af68e0ce21b83c,No,Yes,tray,tray,,
7caa1c9b938aca4edb801de0c96189c59b20f7e6,No,No,table,table,,
7cb4847ca0c3c67eee76aa0c99868fb13f2068df,No,No,container,container,,
7cba44fcae20074ad3f9c1ad77a7c16060e8949a,Yes,No,cabinet,kitchen_cabinet,,
7cb51f70c4fc2baf08f5c8c9f9b4f87b44408c8a,No,No,lamp,wall_lamp,,
7cb71427fd80d85e04a601e04c9b9db866d355c9,No,No,mirror,mirror,,
7cc27fcc6177a0e2f01d761ed34c6ecab35a5537,No,No,coat_hanger,coat_hanger,,
7cc4261ecb65b58c7dd1e2bc2fed9dd3653ac0f3,Yes,No,dresser,dresser,,
7cc814d9b802febd9ab4512e070ec244fd5c19ea,No,No,lamp,floor_lamp,,
7cc9be3c8816b90bf2fca27c2b6a836aff3b30ff,No,No,seat,sofa_chair,,
7cd700e57775489f97ebe3d976a5951df8eea6b3,No,No,sink_cabinet,sink_cabinet,,
7cdbd6a60350d63e568a38083d2aa7304df03359,No,No,laptop,laptop,,
7cdeb790eb0a2a35f1bd5a29588c1b251dc0a3e4,Yes,No,drawer_desk,drawer_desk,,
7ce0dd0ec341b1d36b9eb1f5966bff31f459bf02,No,Yes,pillow,pillow,,
7ce49155b21fea189e2fcc51a4f0d88cc8a418a5,No,No,clock,wall_clock,,
7ce6c1d2c3b5cb4f733290de27a2d5c59b2c1d24,No,No,crib,crib,,
7ceb5e714002bb2cd99eb99da280b555db07c476,No,No,table,coffee_table,,
7d01fdf3d6698ff23cd2e97e7342b8e4cf360a23,Yes,No,cabinet,cabinet,,
7d0805c412133c3fdb8db10b6f1e2ced5b8e0f2b,No,No,table,side_table,,
7d0c9e3a2629195cc2cd4566c8cf67f3ea613bcf,No,No,window_shade,window_shade,,
7d0e118882750d83cd41334fd76c9c7afc9dfdb2,No,No,coat_hanger,coat_hanger,,
7d0ea89ff0407744a6989714223ef8a73d117d8f,No,No,plant,plant,,
7d0ed6852340cb212eade2156c725a2c0c64f371,No,Yes,box,box,,
7d0f3b5f0450be60d5dee97d8978047f2f78d797,No,No,decoration,wall_hanging_decoration,,
7d107dde5d468f006a991560ec071ce8605cf005,No,No,shelf,bookshelf,,
7d107dde5d468f006a991560ec071ce8605cf005_part_1,No,Yes,vase,vase,,
7d107dde5d468f006a991560ec071ce8605cf005_part_10,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_11,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_12,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_14,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_16,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_17,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_18,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_19,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_20,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_21,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_22,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_23,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_24,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_25,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_26,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_27,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_28,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_29,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_3,No,Yes,globe,globe,,
7d107dde5d468f006a991560ec071ce8605cf005_part_30,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_31,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_32,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_33,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_34,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_35,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_36,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_37,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_38,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_39,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_4,No,Yes,container,container,,
7d107dde5d468f006a991560ec071ce8605cf005_part_40,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_41,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_42,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_43,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_44,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_45,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_46,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_47,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_48,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_49,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_5,No,Yes,container,container,,
7d107dde5d468f006a991560ec071ce8605cf005_part_50,No,No,cabinet,cabinet,,
7d107dde5d468f006a991560ec071ce8605cf005_part_6,No,Yes,decoration,decoration,,
7d107dde5d468f006a991560ec071ce8605cf005_part_8,No,Yes,book,book,,
7d107dde5d468f006a991560ec071ce8605cf005_part_9,No,Yes,book,book,,
7d11d829479b8167513c58de52ddd7593a8ff12e,No,No,mirror,mirror,,
7d126fcaa74f70c6e45cb0f735f040dd21fc730c,Yes,No,sink_cabinet,sink_cabinet,,
7d1667de2aee96561ab58d921d0ad053a598ae58,No,No,carpet,carpet,,
7d1d8de783160f62eb3538664d34fe913acca8a9,No,No,seat,sofa_chair,,
7d1f2631bececebeb2ec101b35ab998fe9cc1506,Yes,No,drawer_desk,drawer_desk,,
7d220f5fb609f0b556c6d3d9f26752729a30de28,No,No,doormat,doormat,,
7d283d5ee2290f3b2b80d6d028ad32d0b5ecaa58,No,No,picture,picture,,
7d32f5f7ab814a5cbe9b8eff80e139d2d9f13cf7,No,No,table,table,,
7d34a7de234d07d33536d540b507629d2ae03bc6,No,No,rack,rack,,
7d352b404983f2a64a85d6ad153f1875175e21e0,No,No,lamp,ceiling_lamp,,
7d38434695df81af30390db76c89bcc04529b406,No,No,vase,vase,,
7d3abd88d5989a63e4259e187a72e79e92906785,No,No,picture,picture,,
7d3b74e6987b4038f715467ac5c1389bfb3db7ef,No,No,table,coffee_table,,
7d3bdbe0c532cf9be2a14e840bbf2b74223d125b,No,No,lamp,ceiling_lamp,,
7d44c326e08a6bf5535713d8ceddba4e8f41345f,No,No,bed,bed,,
7d4c647508b560310f14e9d992979dafd61f897f,No,Yes,pillow,pillow,,
7d54a77ca7d34df472c514690420690bebb23d55,No,No,carpet,carpet,,
7d625c430972d6778f120ef87e9e163fad23a778,Yes,No,dresser,dresser,,
7d640c90d6fb24073768779c8e0d4e54e6d01e70,No,No,carpet,carpet,,
7d6db7b48f32c6f655e57397c5903a1fb7cfc0fd,No,No,rack,rack,,
7d8617011c72509329256bd40de9ec5547688286,No,No,seat,sofa_chair,,
7d86a7dbc7f33938eb6bc723c8edd644e7b20e6c,No,No,seat,pouffe,,
7d88351bf4ad11d076d74f295b370407a25ef554,No,No,couch,couch,,
7da11d7a3071c9a9263295b325e88d767bbef8b4,No,No,carpet,carpet,,
7da2a746a8c042fe22d3d334fd071bd038b65409,No,Yes,candle,candle_holder,,
7da3b70e20f1c92d108e6df63880dd6279a70c11,No,No,picture,picture,,
7da54fa540f9dfe597069f28cb1719f3baf6df9f,No,No,seat,rocking_chair,,
7da7cde0956537d931d37186aa8342edebd36cba,No,No,picture,picture,,
7dabc51c0cab7965ececec78571ef468ab74b219,No,No,appliance,appliance,,
7db892f5e4439c39cf6907a73e23f924ba11547c,No,Yes,pillow,pillow,,
7db8a0477da1bf4b1e10e64353201a000f1bfe47,Yes,No,cabinet,kitchen_cabinet,,
7dbb455ef151c027281e60b7e83f4ea141e2b85e,No,No,table,table,,
7dbdff0fbea2f8f81e12aa4910263c759a406285,No,Yes,pillow,pillow,,
7dc0f389858c2e7203a5d88f430c2f3bd661fa3a,No,No,lamp,table_lamp,,
7dc150f87d704f7b90d79ba114e42450b572c510,No,No,shower_tap,shower_tap,,
7dc5dda7bbb51ff0163a3f3005e75c6b221dc126,No,No,carpet,carpet,,
7dc7cf6004b6f3d4bb3b2a0b08d3fc9bb64b8b9d,No,No,lamp,ceiling_lamp,,
7dcae8669b51cde43bf392d07b5bca3a34b4cbd5,No,No,seat,chair,,
7dcc5566ad16b0a38091413e5d5b0b7368ab298b,No,No,rack,rack,,
7dcc5566ad16b0a38091413e5d5b0b7368ab298b_part_1,No,Yes,picture_frame,picture_frame,,
7dcc5566ad16b0a38091413e5d5b0b7368ab298b_part_2,No,Yes,candle,candle,,
7dcc5566ad16b0a38091413e5d5b0b7368ab298b_part_3,No,Yes,decoration,decoration,,
7dcc5566ad16b0a38091413e5d5b0b7368ab298b_part_4,No,Yes,book,book,,
7dcc5566ad16b0a38091413e5d5b0b7368ab298b_part_5,No,No,rack,rack,,
7dcd794735468e05e5cb52b3058aad7120c93c09,No,No,tree,tree,,
7dcd7d3df8df30b83aa1642ed763894d326f6ffb,No,No,seat,chair,,
7dd1760a13f4c2279193c3c782ff8254c4dbc5d9,No,No,towel_rack,towel_rack,,
7dd55651012d3cec11a14ef934ef669c71413d3d,Yes,No,nightstand,nightstand,,
7dd5c8c5338cd639765262ab5bdf8ebb84c1c6dd,No,No,rocking_horse,rocking_horse,,
7dd70791b3608b7a7e5f24b451cf7b11cdadcba5,No,No,shelf,shelf,,
7dd945cd322afe036693317f078c8a090a322d7b,No,No,carpet,carpet,,
7dd9666999322bb7a1cde1848ea9c7d961a804e4,No,No,fire_pit,fire_pit,,
7dede5855ec86c0f734c1d0fa3eba5c55a2c7054,No,No,fireplace,fireplace,,
7dee59f5bd3358d99f394d5ca25acdd07030d2db,No,No,plant,plant,,
7df02e29f6441b2c70a28a386d50c7c231ca2498,No,Yes,pillow,pillow,,
7df0dd6937e5576eb07c70edcd4d5f6c8d9f549f,No,No,desk,desk,,
7df0dd6937e5576eb07c70edcd4d5f6c8d9f549f_part_1,No,Yes,phone,phone,,
7df0dd6937e5576eb07c70edcd4d5f6c8d9f549f_part_2,No,No,table,table,,
7df0dd6937e5576eb07c70edcd4d5f6c8d9f549f_part_3,No,No,seat,office_chair,,
7df1bb7072b2fefa443cee34e0ec3eb69df745b3,No,No,fire_pit,fire_pit,,
7df30a84b0c22b50e129a79331b782d70761a061,No,No,seat,chair,,
7df418af0c712d5d12f74adc2285b76a1efd721a,No,No,lamp,ceiling_lamp,,
7df5f5cc83bc833895b678ffb217cec95551207c,Yes,No,bed,bed,,
7e067cafd8b96fae4671c0032317763fd9549b80,No,Yes,plate,plate,,
7e0c3a69332915d38401cc0a6ec1c1f5576c0329,No,No,lamp,ceiling_lamp,,
7e0cb6031bb9e6ce31d41f165ec89a6e71b87e74,Yes,No,cooker,cooker,,
7e0e769a820c4b1b7e2f5cefdfb644733fc0f485,No,No,decoration,wall_hanging_decoration,,
7e1f4d69af031defa5295de330cfb9bab4f9575f,No,Yes,cup,cup,,
7e2ac0ab60d1eb757e125b4907ddadae7b184647,No,No,sink_cabinet,sink_cabinet,,
7e2b44ac51373ebf5a63d06f4a05501acd565aeb,No,No,lamp,table_lamp,,
7e354b64f947a85d73b2d1ce69817986c69d7375,No,No,mirror,mirror,,
7e3a88d6a20fa319b06da4573e0de01dd1370ef8,No,No,balcony,balcony,,
7e44a747d45a65f2226519d69905367ec3ae193d,No,No,bed,bed,,
7e4ad8ed943b48e6f5af221467312a79056008d1,No,No,stairs,stairs,,
7e4c58a1bb39c142c2d5afd1bb703f32dd0dc5a5,No,No,lamp,desk_lamp,,
7e54244342d7a8716e723311313adf7d5ba1620e,No,No,desk,desk,,
7e57a242010a32e204c54c66a816aaae43e8db04,No,No,toilet_brush,toilet_brush,,
7e5935dc3b2286c0dbfe461c6ee7d6e3826664ac,No,Yes,pillow,pillow,,
7e59473ebd39d0505ab36d31200122340599abfc,No,No,decoration,decoration,,
7e5d517c0e402fc5133a808a26157694583502da,No,Yes,desk_clutter,desk_clutter,,
7e6a86a891e21c7ada8c938191e72f8e599f7fe8,No,No,seat,sofa_chair,,
7e72a52e8b412403169fb06803adf6882f5dcc78,No,Yes,cup,cup,,
7e74006a5397f593e62101d93832b49e5bc30049,No,No,sink,sink,,
7e767256aedd522af2c89e56e63ce9e8be7ac447,No,No,picture,picture,,
7e775c69ac2117af01e9a0ab9743af15966d064b,No,Yes,decoration,decoration,,
7e7974b180d5ce8ef51e76350668b14b47568f7e,No,No,bed,bed,,
7e7c16e0bbbd2a6e027317b36dfb9ed6913a8ec6,No,No,shower_tap,shower_tap,,
7e7d4081032a219390bc671fc4a88f2ef0a466ff,Yes,No,wardrobe,wardrobe,,
7e7d9cd60120102c86c63da9df4524de65508cec,No,No,carpet,carpet,,
7e7e86473e298d61237b44f72ad0f362f3787454,No,No,picture,picture,,
7e8330a4f88791db485f6a51ccf14cc42e3a694b,No,No,lamp,table_lamp,,
7e8c11072e6f1330fd62cdd6d6a02ce61a837020,No,Yes,cup,cup,,
7e9324504cfeeb3f274b1fa923bc0c8d7c6fcdff,No,Yes,cup,glass,,
7e9ae82058f7719b0e8b0e83a055ed7341afe69d,Yes,No,dresser,dresser,,
7e9b5239c98b9273e1c9865a69d3788292d47328,No,No,seat,chair,,
7e9e1ea776892f4c427cfb2ba93ca21d12cf3927,No,Yes,pillow,pillow,,
